Handle,Name,Status,Address Line 1,Address Line 2,Postal/ZIP Code,City,State/Province/Region,Country,Phone,Email,Website,Image URL,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Page Title,Page Description,Meta Title,Meta Description,Latitude,Longitude,Priority,Name - FR,Page Title - FR,Page Description - FR,Name - ZH-CN,Page Title - ZH-CN,Page Description - ZH-CN,Name - ES,Page Title - ES,Page Description - ES, Tags,Custom Brands,Custom Brands - FR,Custom Brands - ZH-CN,Custom Brands - ES,Custom Button title 1,Custom Button title 1 - FR,Custom Button title 1 - ZH-CN,Custom Button title 1 - ES,Custom Button URL 1,Custom Button URL 1 - FR,Custom Button URL 1 - ZH-CN,Custom Button URL 1 - ES,Custom Button title 2,Custom Button title 2 - FR,Custom Button title 2 - ZH-CN,Custom Button title 2 - ES,Custom Button URL 2,Custom Button URL 2 - FR,Custom Button URL 2 - ZH-CN,Custom Button URL 2 - ES,Brands
8697,SHINSEGAE DEPT. STORE HANAM,TRUE,"2F, 750 Misa Dae-ro",,12942,Hanam-Si,,Republic of Korea,+82 62 360 1383,,https://www.omegawatches.com/en-us/store/storedetails/8335,,,,,,,,,,,,,37.5458050,127.2228787,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
2087068,LOTTE DEPT. STORE DONGTAN,TRUE,"1F, 967-157 Ohsandong",,18478,Hwaseong-Si,,Republic of Korea,+82 3180721786,,https://www.omegawatches.com/en-us/store/storedetails/8697,,,,,,,,,,,,,37.2006252,127.0978951,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
9434,LOTTE DEPT. STORE INCHEON TERMINAL,TRUE,"1F, 35 Yeonnam-ro, Michuhol-gu",,22242,Incheon,,Republic of Korea,+82 31 8036 3611,omegadongtan@gmail.com,https://www.omegawatches.com/en-us/store/storedetails/2087068,,,,,,,,,,,,,37.4423419,126.7014702,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
O1725986,THE SHILLA DUTY FREE T2 (INCHEON),TRUE,"Incheon International Airport, 272, Gonghang-ro, Jung-gu",,22382,Incheon,,Republic of Korea,+82 32 242 2295,lticn.omega@kr.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/9434,,,,,,,,,,,,,37.4693041,126.4337856,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
2074631,SHILLA INCHEON AIRPORT T1 DFS,TRUE,"3rd Fl. Incheon International Airport Departure Lounge, 2851, Unseo-dong, Jung-gu",,22382,Incheon,,Republic of Korea,+82 32 743 1282,,https://store/storedetails/O1725986,,,,,,,,,,,,,37.4500407,126.4502105,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
9042,The Shilla Duty Free (Jeju),TRUE,"Shilla Jeju Hotel DFS 2F. 252-20 Yeon-Dong, Jeju-Si",,63131,Jeju,,Republic of Korea,+82 32 743 4507,ltincheonom@kr.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/2074631,,,,,,,,,,,,,33.4860822,126.4874941,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BLANCPAIN"">BLANCPAIN</A>, <a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,"BLANCPAIN, OMEGA"
9039,LOTTE JEJU DUTY FREE,TRUE,"2F, LOTTE Duty Free Jeju store, 2324-6, Yeon-dong, Jeju-si",,63127,Jeju,,Republic of Korea,+82 64 710 7260,sljeju15om@kr.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/9042,,,,,,,,,,,,,33.4906807,126.4865195,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
8747,Rolex Shinsegae Main The Estate-Greenwich,TRUE,"B1F, 63 Sogong-ro Jung-gu",,04530,Bundang-Gu Gyeonggi-Do,Gyeonggi-do,Republic of Korea,+82 2-6905-3301,glmain.omega@kr.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/5370538,,,,,,,,,,,,,37.5609116,126.9811304,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"OMEGA, ROLEX"
9041,SHILLA SEOUL DUTY FREE,TRUE,"2F, 249, Dongho-ro, Jung-gu",,04605,Seoul,,Republic of Korea,+82 2 310 1270,sgmain.omega@kr.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/8747,,,,,,,,,,,,,37.5572316,127.0077363,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
6202,SHINSEGAE DEPT. STORE GANGNAM,TRUE,"3F, 176 Sinbanpo-ro Seocho-gu",,06546,Seoul,,Republic of Korea,+82 2 2163 1283,hdmokdong.omega@kr.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/6201,,,,,,,,,,,,,37.5052615,127.0042615,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
6258,Blancpain Boutique Hyundai Coex Department Store,TRUE,"Hyundai Coex Department Store 8F. 517, Teheran-ro, Gangnam-gu,",,06164,Seoul,Seoul,Republic of Korea,+82 2 3479 6025,sggangnam02l@kr.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/6202,,,,,,,,,,,,,37.5086019,127.0597260,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BLANCPAIN"">BLANCPAIN</A>, <a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"BLANCPAIN, OMEGA, ROLEX"
9044,SHINSEGAE MYUNG-DONG DUTY FREE,TRUE,"8F, 77 Toegye-ro, Jung-gu",,04530,Seoul,,Republic of Korea,+82 2 3467 8632,hdtradecenter.omega@kr.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/6258,,,,,,,,,,,,,37.5601329,126.9804947,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
8840,Rolex Shinsegae Timesquare-Kairos Watch,TRUE,"9 Yeonjung-ro, Yeongdeungpo-gu 1F, Shinsegae Timesquare Department Store",,07305,Seoul,Seoul,Republic of Korea,+82 2 6370 4017,,https://www.omegawatches.com/en-us/store/storedetails/9044,,,,,,,,,,,,,37.5172764,126.9042510,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"OMEGA, ROLEX"
9454,HYUNDAI DEPT. STORE THE HYUNDAI SEOUL,TRUE,"2F, 108 Yeoui-daero Yeongdeungpo-gu",,07335,Seoul,,Republic of Korea,+82 2 2639 1910,ssgydp.omega@kr.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/8840,,,,,,,,,,,,,37.5260139,126.9284879,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
1540,HYUNDAI DEPT. STORE SHINCHON,TRUE,"1F, Hyundai department store, 83, Sinchon-ro, Seodaemun-gu,",,120706,Seoul,,Republic of Korea,+82 2-3277-0139,hdseoul.omega@kr.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/9454,,,,,,,,,,,,,37.5561648,126.9358349,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
9036,Rolex Lotte Avenuel Worldtower-Now Watch,TRUE,"300 Olympic-ro, Songpa-gu 1F, Lotte Avenuel World Tower Department Store",,05551,Seoul,Seoul,Republic of Korea,+82 2 325 9291,sunwatch2816@gmail.com,https://www.omegawatches.com/en-us/store/storedetails/1540,,,,,,,,,,,,,37.5127332,127.1027105,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"OMEGA, ROLEX"
5370533,LOTTE DEPT. STORE WORLD TOWER,TRUE,"Olympic-ro 8F, Lotte Avenuel World Tower 300",,05551,Seoul,Seoul,Republic of Korea,+82 2 3213 3900,,https://www.omegawatches.com/en-us/store/storedetails/9036,,,,,,,,,,,,,37.5129183,127.1015806,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"OMEGA, ROLEX"
8698,LOTTE MAIN DUTY FREE,TRUE,"Lotte Dpt. Store 11F, Eulji-ro 30, Jung-gu",,04533,Seoul,,Republic of Korea,+82 2 3213 2255,ltjamsil.omega@kr.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/5370533,,,,,,,,,,,,,37.5654351,126.9817804,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
O1753367,Korea- Seoul - Lotte Main,TRUE,"81, Namdaemun-ro, Jung-gu 1F",,04533,Seoul,,Republic of Korea,+82 2 759 6770,ltmain21om@kr.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/8698,,,,,,,,,,,,,37.5648688,126.9816635,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
2082369,HYUNDAI COEX DFS,TRUE,"517, Teheran-ro Gangnam-gu Hyundai Coex DFS 8F",,06164,Seoul,,Republic of Korea,+82 2 772 3136,ltmain.omega@kr.swatchgroup.com,https://store/storedetails/O1753367,,,,,,,,,,,,,37.5089228,127.0593250,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
9363,GALLERIA DEPT. STORE GWANGGYO,TRUE,"1F, 124 Gwanggyojungang-ro, Yeongtong-gu",,16514,Suwon,,Republic of Korea,+82 2 2142 6124,,https://www.omegawatches.com/en-us/store/storedetails/2082369,,,,,,,,,,,,,37.2850686,127.0573262,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
O1746278,LOTTE TIMEVILLAS SUWON,TRUE,"134, Sehwa-ro, Gwonseon-gu",,16621,Suwon,,Republic of Korea,+82 31-5174-7178,glgwanggyo.omega@kr.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/9363,,,,,,,,,,,,,37.2644561,126.9983268,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
1571,SHINSEGAE SOUTHCITY,TRUE,"1F, 1285 Jukjeon-Dong, Suji-gu",,448-160,Yongin-Si,,Republic of Korea,+82 31 8066 0201,gwt0926@naver.com,https://store/storedetails/O1746278,,,,,,,,,,,,,37.3249478,127.1081353,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
O1804102,Al Hussaini - FS - al khobar,TRUE,,,,Al Khobar,,Saudi Arabia,+82 31 695 1927,,https://www.omegawatches.com/en-us/store/storedetails/1571,,,,,,,,,,,,,26.3094423,50.2174988,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
O1804066,Al Hussaini - Boutique - red sea mall,TRUE,,,,Jeddah,,Saudi Arabia,,,https://store/storedetails/O1804102,,,,,,,,,,,,,21.6267247,39.1126236,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
O1804089,Al Hussaini - FS - Riyadh park,TRUE,,,,Riyadh,,Saudi Arabia,,,https://store/storedetails/O1804066,,,,,,,,,,,,,24.7563387,46.6293920,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
74054,Boutique Ljubljana,TRUE,Pre\u0161ernov trg 3,,1000,Ljubljana,,Slovenia,+65 6723 8004,omega.rws@valiram.com,https://www.omegawatches.com/en-us/store/storedetails/6461,,,,,,,,,,,,,46.0517271,14.5064552,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
O1801465,OMEGA Boutique Stockholm,TRUE,Biblioteksgatan 3,Biblioteksgatan 1,11146,Stockholm,Stockholm,Sweden,+94 11 2433074,info@chathamluxury.com,https://www.omegawatches.com/en-us/store/storedetails/9331,,,,,,,,,,,,,59.3341528,18.0727573,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/AUDEMARS-PIGUET"">AUDEMARS PIGUET</A>, <a href=""https://watchdna.com/blogs/history/BLANCPAIN"">BLANCPAIN</A>, <a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"AUDEMARS PIGUET, BLANCPAIN, OMEGA, ROLEX"
6289,OMEGA Hanshin Arena Boutique,TRUE,"Han Shin Arena Department Store\\ 1F\/777 BoAi 2nd Rd, Zuoying Dist.",,813,Kaohsiung,,Taiwan Region,+886-3-657 6246,zhubei.fezhubei@omeagawatches.com,https://store/storedetails/O1811541,,,,,,,,,,,,,22.6694239,120.3025340,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
7436,OMEGA FE /uff2degaCity Boutique,TRUE,"FE MegaCity- 1F/28 Xinzhan Rd, Banqiao Dist. New Taipei City.",,220692,New Taipei City,,Taiwan Region,+886 2 2959 3932,omg.boutiquehanshenarena@tw.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/6289,,,,,,,,,,,,,25.0138981,121.4672063,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
9027,OMEGA FE TopCity Boutique,TRUE,"FE TopCity- 1F\/251 Taiwan Blvd. Sec. 3, XiTun Dist., Taichung City",,407550,Taichung,,Taiwan Region,+886 2 2959 3932,omg.boutiquemegacity@tw.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/7436,,,,,,,,,,,,,24.1645027,120.6445743,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
7856,OMEGA SKM TNXiMen Boutique,TRUE,"SKM TNXiMen- Ground floor, 658 XiMen Road Sec. 1, Tainan City.",,700019,Tainan,,Taiwan Region,+886 4 2252-5528,omega.topcityfe.tw@omegawatches.com,https://www.omegawatches.com/en-us/store/storedetails/9027,,,,,,,,,,,,,22.9867297,120.1978852,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
9007,EVERRICH Taipei Songshan Airport Store,TRUE,"No.340-9, Dunhua N. Rd., Songshan Dist., Taipei City 10548, Taiwan (R.O.C.)",,10548,Taipei,,Taiwan Region,+886 6 303 0790,omg.boutiquemitsukoshitn@tw.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/7856,,,,,,,,,,,,,25.0641124,121.5514419,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
9120,OMEGA Sogo BR4 Boutique,TRUE,"SOGO BR4- 1F\/300 ZhongXiao E. Road Sec. 3, DaAn Dist. Taipei.",,106455,Taipei,,Taiwan Region,+886 2-2546-7588,,https://www.omegawatches.com/en-us/store/storedetails/9007,,,,,,,,,,,,,25.0410685,121.5434680,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
6288,"Dickson Trading (Asia) Co. Ltd., Taiwan Branch – Taipei 101 - Rolex Taipei 101 Mall",TRUE,Shop L3.22 Taipei 101 45 City Hall Road Xinyi District,"Sinyi Dist., Taipei 101 Mall",110051,Taipei City,Taipei City,Taiwan Region. China,+886 2 2772 1158,omega.sogobr4.tw@omegawatches.com,https://www.omegawatches.com/en-us/store/storedetails/9120,,,,,,,,,,,,,25.0338630,121.5642254,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/A-LANGE-SÖHNE"">A. LANGE & SÖHNE</A>, <a href=""https://watchdna.com/blogs/history/BLANCPAIN"">BLANCPAIN</A>, <a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"A. LANGE & SÖHNE, BLANCPAIN, OMEGA, ROLEX"
7298,EVER RICH Taoyuan Airport Terminal 1 - B Section,TRUE,"Duty Free Shop, South Terminal 1,Taoyuan International Airport",,,Taoyuan,,Taiwan Region,+886-2-8101 8588,omg.boutiquetaipei101@tw.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/6288,,,,,,,,,,,,,25.0749664,121.2177944,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
7438,TASA MENG Taoyuan Airport Terminal 2 D Section,TRUE,"3F, Duty Free Shop, Departure Inspection hall, Sec. D of Terminal 2, Taoyuan International Airport",,,Taoyuan,,Taiwan Region,+886 0800 098 668,,https://www.omegawatches.com/en-us/store/storedetails/7298,,,,,,,,,,,,,25.0898919,121.2400939,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
2081377,King Power International - Downtown Rangnam,TRUE,"2nd Floor, 8 Rang Nam Alley, Phaya Thai Road, Ratchathewi",,10400,Bangkok,,Thailand,+886 080 000 1699,,https://www.omegawatches.com/en-us/store/storedetails/7438,,,,,,,,,,,,,13.7603025,100.5383283,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BLANCPAIN"">BLANCPAIN</A>, <a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,"BLANCPAIN, OMEGA"
2081376,King Power International - Phuket Downtown,TRUE,"88/88 Chao Fah Tawan Tok Road, Moo 2, Vichit, Muang Phuket",,83000,Bangkok,,Thailand,+66 76 397 888 1631,,https://www.omegawatches.com/en-us/store/storedetails/2081377,,,,,,,,,,,,,7.8734276,98.3618631,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BLANCPAIN"">BLANCPAIN</A>, <a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,"BLANCPAIN, OMEGA"
7948,Thailand - Bangkok - Central Embassy,TRUE,"Central Embassy, Ground Floor, Room no. G01-8-9, 1031, Ploenchit Road, Lumpini, Phathumwan",,10330,Bangkok,Bangkok Metropolitan Region,Thailand,+66 76 397 888,,https://www.omegawatches.com/en-us/store/storedetails/2081376,,,,,,,,,,,,,13.7442141,100.5461194,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"OMEGA, ROLEX"
O1820654,Thailand - Bangkok - Iconsiam,TRUE,Charoen Nakorn,,10600,Bangkok,,Thailand,+66 21605959,omegaembassy.bangkok@th.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/7948,,,,,,,,,,,,,13.7308357,100.5107249,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
9196,Pendulum Central World,TRUE,"Unit A105 1\/F, 4, 4\/1-4\/2, 4\/4 Rajdamri Road, Pathumwan, Bangkok","Rajdamri Road, Patumwan",10330,Bangkok,,Thailand,+66 2129 4878,omegaparagon.bangkok@th.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/5541,,,,,,,,,,,,,13.7455460,100.5400257,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/BLANCPAIN"">BLANCPAIN</A>, <a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,"BELL & ROSS, BLANCPAIN, OMEGA"
9080857981401835476,PENDULUM CENTRAL WORLD,TRUE,"CENTRALWORLD Unit A105, 1/F, 4,4/1-4/2,4/4","Rajdamri Road, Patumwan",,Bangkok,,TH,02 252 4494,,,,,,,,,,,,,,,13.7475079,100.5383137,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>",,,,,,,,,,,,,,,,,,,,BELL & ROSS
5670524,Thailand - Phuket - Central Phuket Floresta,TRUE,"Unit No. 106\/1, 1st Floor, 199 Moo 4, Vichit, Muang Phuket",,83000,Phuket,,Thailand,,,https://www.omegawatches.com/en-us/store/storedetails/9196,,,,,,,,,,,,,7.8895543,98.3665719,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
8440,King Power Duty Free - SVB West Boutique,TRUE,999 Nong Prue Bangplee,,10540,Samutprakarn,,Thailand,+6676-510-818,omega.centralphuketfloresta@th.swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/5670524,,,,,,,,,,,,,13.6813496,100.7478909,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
O1737996,Rivoli - OMEGA Boutique Reem Mall,TRUE,,,,Abu Dhabi,,United Arab Emirates,+90 212 232 01 74,omega-istanbulnisantasi@tr.swatchgroup.com,https://store/storedetails/O1728647,,,,,,,,,,,,,24.4898000,54.4020000,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
74138,Rivoli - OMEGA Boutique Dubai Hills,TRUE,First Floor - Shop No. FF287-2,,,Dubai,,United Arab Emirates,+971 42326640,omega.dfc@rivoligroup.com,https://www.omegawatches.com/en-us/store/storedetails/7640,,,,,,,,,,,,,25.1001000,55.2381000,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
O1752673,Watches of Switzerland Manchester St Anne,TRUE,"9, 11 St Anns Square",,M2 7LN,Manchester,,United Kingdom,+44020 4532 2320,omega.battersea@thewosgroup.com,https://www.omegawatches.com/en-us/store/storedetails/2088404,,,,,,,,,,,,,53.4819697,-2.2461944,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BLANCPAIN"">BLANCPAIN</A>, <a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,"BLANCPAIN, OMEGA"
101188,OMEGA BOUTIQUE by Topper Fine Jewelers,TRUE,"1315 Burlingame Ave. Burlingame, CA 94010",CA,94010,Burlingame,California,United States of America,+1617 942 4821,omega.boston@swatchgroup.com,https://store/storedetails/O1799259,,,,,,,,,,,,,37.5787720,-122.3473170,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/BLANCPAIN"">BLANCPAIN</A>, <a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,"BELL & ROSS, BLANCPAIN, OMEGA"
1012000001,OMEGA BOUTIQUE by REEDS Jewelers,TRUE,4400 Sharon Road,,28211,Charlotte,North Carolina,United States of America,+11 818 737 9012,omega.topanga@swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/9700569,,,,,,,,,,,,,35.1522785,-80.8323698,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
9203,OMEGA BOUTIQUE by Watches of Switzerland,TRUE,Wynn Plaza at The Wynn Hotel3131 Las Vegas Blvd. Suite #102,,89109,Palm Beach Gardens,Nevada,United States of America,+1 702 733 4004,omega.bellagio@swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/7355,,,,,,,,,,,,,36.1301900,-115.1651400,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
1013540007,OMEGA BOUTIQUE by Watches of Switzerland,TRUE,630 Old Country Rd,,11530,Garden City,New York,United States of America,+1303-333-4446,,https://store/storedetails/O1814396,,,,,,,,,,,,,40.7281000,-73.6351000,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
1013540008,OMEGA BOUTIQUE by Watches of Switzerland,TRUE,3101 PGA Boulevard,,33410,Palm Beach Gardens,Florida,United States of America,+1 407 363 5151,omega.millenia@swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/7661,,,,,,,,,,,,,26.8371236,-80.1317080,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
O1799260,Omega Glendale - Americana,TRUE,716 Americana Way Space E-104,,91210,Glendale,California,United States of America,+1516-559-5867,omegarooseveltfield@thewosgroup.com,https://www.omegawatches.com/en-us/store/storedetails/1013540007,,,,,,,,,,,,,34.1442178,-118.2570146,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
O1738420,OMEGA BOUTIQUE by CJ Charles,TRUE,1111 Prospect Street,,92037,La Jolla,California,United States of America,+1 610 337 0296,omegaboutiquekingofprussia@swatchgroup.com,https://www.omegawatches.com/en-us/store/storedetails/7510,,,,,,,,,,,,,32.8483576,-117.2732051,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>",,,,,,,,,,,,,,,,,,,,OMEGA
7661,Rolex Boutique Mayors,TRUE,"4200 Conroy Road The Mall at Millenia, Suite J-273",,32839,Orlando,Florida,United States of America,+1646 344 3238,omega.soho@swatchgroup.com,https://store/storedetails/O1795970,,,,,,,,,,,,,28.4855650,-81.4315497,,,,,,,,,,,,"<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>, <a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>",,,,,,,,,,,,,,,,,,,,"OMEGA, ROLEX"
